Address;RegName;Clk;Rst;Port;Public;Signal;BitPos;Default;SW(R/W);HW(W);MCU(W);MISC;Description
;;;;;;reg_dc0_comp_ch1_i_gain5;[8:0];9'b0;R/W;;;;~
0x038C;DC_CALIBRATE_CFG8;pclk;reset_n;;;;[31:27];5'b0;RO;;;;
;;;;;;reg_dc0_comp_ch1_i_gain6;[26:18];9'b0;R/W;;;;~
;;;;;;reg_dc0_comp_ch1_i_gain7;[17:9];9'b0;R/W;;;;~
;;;;;;reg_dc0_comp_ch1_q_gain0;[8:0];9'b0;R/W;;;;~
0x0390;DC_CALIBRATE_CFG9;pclk;reset_n;;;;[31:27];5'b0;RO;;;;
;;;;;;reg_dc0_comp_ch1_q_gain1;[26:18];9'b0;R/W;;;;~
;;;;;;reg_dc0_comp_ch1_q_gain2;[17:9];9'b0;R/W;;;;~
;;;;;;reg_dc0_comp_ch1_q_gain3;[8:0];9'b0;R/W;;;;~
0x0394;DC_CALIBRATE_CFG10;pclk;reset_n;;;;[31:27];5'b0;RO;;;;
;;;;;;reg_dc0_comp_ch1_q_gain4;[26:18];9'b0;R/W;;;;~
;;;;;;reg_dc0_comp_ch1_q_gain5;[17:9];9'b0;R/W;;;;~
;;;;;;reg_dc0_comp_ch1_q_gain6;[8:0];9'b0;R/W;;;;~
0x0398;DC_CALIBRATE_CFG11;pclk;reset_n;;;;[31:27];5'b0;RO;;;;
;;;;;;reg_dc0_comp_ch1_q_gain7;[26:18];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch0_q_gain0;[17:9];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch1_q_gain0;[8:0];9'b0;R/W;;;;~
0x039C;DC_CALIBRATE_CFG12;pclk;reset_n;;;;[31:27];5'b0;RO;;;;
;;;;;;reg_dc1_comp_ch0_i_gain1;[26:18];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch0_i_gain2;[17:9];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch0_i_gain3;[8:0];9'b0;R/W;;;;~
0x03A0;DC_CALIBRATE_CFG13;pclk;reset_n;;;;[31:27];5'b0;RO;;;;
;;;;;;reg_dc1_comp_ch0_i_gain4;[26:18];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch0_i_gain5;[17:9];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch0_i_gain6;[8:0];9'b0;R/W;;;;~
0x03A4;DC_CALIBRATE_CFG14;pclk;reset_n;;;;[31:27];5'b0;RO;;;;
;;;;;;reg_dc1_comp_ch0_i_gain7;[26:18];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch0_q_gain1;[17:9];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch0_q_gain2;[8:0];9'b0;R/W;;;;~
0x03A8;DC_CALIBRATE_CFG15;pclk;reset_n;;;;[31:27];5'b0;RO;;;;
;;;;;;reg_dc1_comp_ch0_q_gain3;[26:18];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch0_q_gain4;[17:9];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch0_q_gain5;[8:0];9'b0;R/W;;;;~
0x03AC;DC_CALIBRATE_CFG16;pclk;reset_n;;;;[31:27];5'b0;RO;;;;
;;;;;;reg_dc1_comp_ch0_q_gain6;[26:18];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch0_q_gain7;[17:9];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch1_i_gain1;[8:0];9'b0;R/W;;;;~
0x03B0;DC_CALIBRATE_CFG17;pclk;reset_n;;;;[31:27];5'b0;RO;;;;
;;;;;;reg_dc1_comp_ch1_i_gain2;[26:18];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch1_i_gain3;[17:9];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch1_i_gain4;[8:0];9'b0;R/W;;;;~
0x03B4;DC_CALIBRATE_CFG18;pclk;reset_n;;;;[31:27];5'b0;RO;;;;
;;;;;;reg_dc1_comp_ch1_i_gain5;[26:18];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch1_i_gain6;[17:9];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch1_i_gain7;[8:0];9'b0;R/W;;;;~
0x03B8;DC_CALIBRATE_CFG19;pclk;reset_n;;;;[31:27];5'b0;RO;;;;
;;;;;;reg_dc1_comp_ch1_q_gain1;[26:18];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch1_q_gain2;[17:9];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch1_q_gain3;[8:0];9'b0;R/W;;;;~
0x03BC;DC_CALIBRATE_CFG20;pclk;reset_n;;;;[31:27];5'b0;RO;;;;
;;;;;;reg_dc1_comp_ch1_q_gain4;[26:18];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch1_q_gain5;[17:9];9'b0;R/W;;;;~
;;;;;;reg_dc1_comp_ch1_q_gain6;[8:0];9'b0;R/W;;;;~
0x03C0;DC_CALIBRATE_CFG21;pclk;reset_n;;;;[31:19];13'b0;RO;;;;
;;;;;;reg_dc_est_win_size;[18:10];9'd0;R/W;;;;~
;;;;;;reg_dc_est_done;[9];1'b0;RO;;;;~
;;;;;;reg_dc1_comp_ch1_q_gain7;[8:0];9'b0;R/W;;;;~
0x03C4;DC_CALIBRATE_CFG22;pclk;reset_n;;;reg_dc_est_idata_dc;[31:0];32'b0;RO;;;;~
0x03C8;DC_CALIBRATE_CFG23;pclk;reset_n;;;reg_dc_est_qdata_dc;[31:0];32'b0;RO;;;;~
0x03CC;DC_CALIBRATE_CFG24;pclk;reset_n;;;reg_dc_est_pow_sum;[31:0];32'b0;RO;;;;~
0x03D0;DC_CALIBRATE_CFG25;pclk;reset_n;;;reg_dc_est_pow_i;[31:0];32'b0;RO;;;;~
0x03D4;DC_CALIBRATE_CFG26;pclk;reset_n;;;reg_dc_est_pow_q;[31:0];32'b0;RO;;;;~
0x03D8;DC_CALIBRATE_CFG27;pclk;reset_n;;;reg_dc_est_pow_iq;[31:0];32'b0;RO;;;;~
0x03DC;DC_CALIBRATE_CFG28;pclk;reset_n;;;reg_dc_est_cor_ii;[31:0];32'b0;RO;;;;~
0x03E0;DC_CALIBRATE_CFG29;pclk;reset_n;;;reg_dc_est_cor_iq;[31:0];32'b0;RO;;;;~
0x03E4;DC_CALIBRATE_CFG30;pclk;reset_n;;;reg_dc_est_cor_qi;[31:0];32'b0;RO;;;;~
0x03E8;DC_CALIBRATE_CFG31;pclk;reset_n;;;reg_dc_est_cor_qq;[31:0];32'b0;RO;;;;~
0x03EC;RXDFE_IQ_MEM_SWRD_MEM;pclk;reset_n;;;reg_trx_iqmem_sw_rd_data;[31:0];32'b0;RO;;;;~
0x03F0;RXDFE_IQ_MEM_SWRD_RKRX_CH0;pclk;reset_n;;;;[31:18];14'b0;RO;;;;~
;;;;;;reg_trx_iqrkrx_sw_rd_data_ch0;[17:0];18'b0;RO;;;;~
0x03F4;RXDFE_IQ_MEM_SWRD_RKTX;pclk;reset_n;;;reg_trx_iqrktx_sw_rd_data;[31:0];32'b0;RO;;;;~
0x03F8;CCA_CTRL_CONF_2;pclk;reset_n;;;reg_cca_wdg_pktend_en;[31];1'd0;R/W;;;;~
;;;;;;reg_cca_wdg_pktend_wait;[30:20];11'd1280;R/W;;;;~
;;;;;;reg_cca_wdg_norm_en;[19];1'd0;R/W;;;;~
;;;;;;reg_cca_wdg_norm_wait;[18:10];9'd128;R/W;;;;~
;;;;;;reg_cca_force_gain;[9:1];9'd0;R/W;;;;~
;;;;;;reg_cca_force_gain_en;[0];1'd0;R/W;;;;~
0x03FC;CCA_CTRL_CONF_3;pclk;reset_n;;;reg_cca_lentrack_pwr_en;[31];1'd0;R/W;;;;~
;;;;;;reg_cca_lentrack_pwr_th;[30:23];8'd0;R/W;;;;~
;;;;;;reg_cca_lltf_sync_pwr_en;[22];1'd0;R/W;;;;~
;;;;;;reg_cca_lltf_sync_pwr_th;[21:14];8'd0;R/W;;;;~
;;;;;;reg_cca_stf_sync_pwr_en;[13];1'd0;R/W;;;;~
;;;;;;reg_cca_stf_sync_pwr_th;[12:5];8'd0;R/W;;;;~
;;;;;;reg_cca_agc_sat_p20busy_en;[4];1'd0;R/W;;;;~
;;;;;;reg_cca_agc_sat_s20busy_en;[3];1'd0;R/W;;;;~
;;;;;;reg_cca_agc_sat_s40busy_en;[2];1'd0;R/W;;;;~
;;;;;;reg_cca_agc_sat_s80busy_en;[1];1'd0;R/W;;;;~
;;;;;;reg_cca_status_ver_sel;[0];1'd0;R/W;;;;~    
0x0400;CCA_CTRL_CONF_4;pclk;reset_n;;;;[31:26];6'd0;RO;;;;
;;;;;;reg_cca_dump_data_sel;[25:24];2'd0;R/W;;;;~
;;;;;;reg_cca_pktdet_ofdm_stf_en;[23];1'd1;R/W;;;;~
;;;;;;reg_cca_pktdet_ofdm_ltf_en;[22];1'd1;R/W;;;;~
;;;;;;reg_cca_pktdet_dot11b_acq_en;[21];1'd1;R/W;;;;~
;;;;;;reg_cca_pktdet_dot11b_sfd_en;[20];1'd1;R/W;;;;~
;;;;;;reg_cca_pktdet_lentrk_en;[19];1'd1;R/W;;;;~
;;;;;;reg_cca_pktdet_ver_sel;[18];1'd0;R/W;;;;~
;;;;;;reg_cca_acq_sync_pwr_th;[17:10];8'd0;R/W;;;;~
;;;;;;reg_cca_acq_sync_pwr_en;[9];1'd0;R/W;;;;~
;;;;;;reg_cca_sfd_sync_pwr_th;[8:1];8'd0;R/W;;;;~
;;;;;;reg_cca_sfd_sync_pwr_en;[0];1'd0;R/W;;;;~
0x0404;CCA_CTRL_CONF_5;pclk;reset_n;;;;[31:21];11'd0;RO;;;;
;;;;;;reg_weaker_signal_for_length_track_en;[20];1'd0;R/W;;;;
;;;;;;reg_weaker_signal_pwr_th;[19:12];8'd166;R/W;;;;
;;;;;;reg_weaker_cca_pwr_select;[11];1'd1;R/W;;;;
;;;;;;reg_cca_remove_dc_sbc_en;[10];1'd1;R/W;;;;
;;;;;;reg_cca_pkt_det_ofdm_adaptive_en;[9];1'd1;R/W;;;;
;;;;;;reg_cca_pkt_det_ofdm_stf_pow_th;[8:0];9'd412;R/W;;;;
0x0408;RXDFE_IQ_MEM_SWRD_RKRX_CH1;pclk;reset_n;;;;[31:18];14'b0;RO;;;;~
;;;;;;reg_trx_iqrkrx_sw_rd_data_ch1;[17:0];18'b0;RO;;;;~
0x040C;CCA_DEBUG_DUMP1;pclk;reset_n;;;reg_cca_dump_pwr_sel;[31:28];4'd0;R/W;;;;~
;;;;;;reg_cca_debug_pri20_keep_time;[27:17];11'd2043;R/W;;;;~
;;;;;;reg_cca_debug_tick_mode;[16:14];3'd0;R/W;;;;~
;;;;;;reg_cca_debug_fft_win_time;[13:2];12'd4000;R/W;;;;~
;;;;;;reg_cca_debug_cnt_clr;[1];1'b0;R/W;;;;~
;;;;;;reg_cca_debug_en;[0];1'b0;R/W;;;;~
0x0410;DFX_SEL;pclk;reset_n;;;;[31:10];22'b0;RO;;;;
;;;;;;reg_dfx_tri1_sel;[9:5];5'b0;R/W;;;;~
;;;;;;reg_dfx_tri0_sel;[4:0];5'b0;R/W;;;;~
0x0414;CCA_DUMP_SEL0;pclk;reset_n;;;;[31:30];2'd0;RO;;;;~
;;;;;;reg_cca_dump_sel_idx5;[29:25];5'd5;R/W;;;;~
;;;;;;reg_cca_dump_sel_idx4;[24:20];5'd4;R/W;;;;~
;;;;;;reg_cca_dump_sel_idx3;[19:15];5'd3;R/W;;;;~
;;;;;;reg_cca_dump_sel_idx2;[14:10];5'd2;R/W;;;;~
;;;;;;reg_cca_dump_sel_idx1;[9:5];5'd1;R/W;;;;~
;;;;;;reg_cca_dump_sel_idx0;[4:0];5'd0;R/W;;;;~
0x0418;CCA_DUMP_SEL1;pclk;reset_n;;;;[31:30];2'd0;RO;;;;~
;;;;;;reg_cca_dump_sel_idx11;[29:25];5'd11;R/W;;;;~
;;;;;;reg_cca_dump_sel_idx10;[24:20];5'd10;R/W;;;;~
;;;;;;reg_cca_dump_sel_idx9;[19:15];5'd9;R/W;;;;~
;;;;;;reg_cca_dump_sel_idx8;[14:10];5'd8;R/W;;;;~
;;;;;;reg_cca_dump_sel_idx7;[9:5];5'd7;R/W;;;;~
;;;;;;reg_cca_dump_sel_idx6;[4:0];5'd6;R/W;;;;~
0x041C;CCA_DUMP_SEL2;pclk;reset_n;;;;[31:20];12'd0;RO;;;;~
;;;;;;reg_cca_dump_sel_idx15;[19:15];5'd15;R/W;;;;~
;;;;;;reg_cca_dump_sel_idx14;[14:10];5'd14;R/W;;;;~
;;;;;;reg_cca_dump_sel_idx13;[9:5];5'd13;R/W;;;;~
;;;;;;reg_cca_dump_sel_idx12;[4:0];5'd12;R/W;;;;~
0x0420;DATE;pclk;reset_n;;;;[31:28];4'b0;RO;;;;
;;;;Not;;reg_date;[27:0];28'h2506200;R/W;;;;~
